Scope,JPB1 pin,Net,STM32H563VITx LQFP100 pin,Package position,Peripheral or pin evidence,Default or population rule,Review status,Open blocker,Blocked action
Analog telemetry,60,PB_ID_ADC,PB1,36,ADC1_INP5 ADC2_INP5; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Analog input; scaling/filtering/calibration owned by telemetry gates,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Board fault,56,PB_FAULT,PD3,84,GPIO input; PWR_WKUP8 capable; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Fault-safe pull domain; interrupt/wake eligible,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
PB monitor bus,57,PB_I2C_SCL,PB6,92,I2C1_SCL or I2C4_SCL; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-owned pull-up domain; bus remains safe when PB invalid,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
PB monitor bus,58,PB_I2C_SDA,PB7,93,I2C1_SDA or I2C4_SDA; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-owned pull-up domain; bus remains safe when PB invalid,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
PB monitor bus,59,PB_I2C_INT,PB10,47,GPIO interrupt input; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Monitor interrupt input; stale telemetry safe-off remains firmware policy,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Analog reference,66,ADC_REF,VREF+,21,Dedicated VREF+ package pin; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Optional analog reference; not GPIO; connect only after ADC reference review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Future SPI reserve,61,PB_SPI_SCK,PB3,89,SPI1_SCK SPI3_SCK SPI6_SCK; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved unless future schematic review consumes SPI monitor bus,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Future SPI reserve,62,PB_SPI_MISO,PB4,90,SPI1_MISO SPI3_MISO SPI6_MISO; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved unless future schematic review consumes SPI monitor bus,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Future SPI reserve,63,PB_SPI_MOSI,PB5,91,SPI1_MOSI SPI3_MOSI SPI6_MOSI; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved unless future schematic review consumes SPI monitor bus,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Future SPI reserve,64,PB_SPI_CS0,PA15,77,SPI1_NSS SPI3_NSS SPI6_NSS or GPIO CS; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved unless future schematic review consumes SPI monitor bus,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Future SPI reserve,65,PB_SPI_CS1,PB2,37,GPIO chip select; SPI reserve; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved unless future schematic review consumes SPI monitor bus,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
CAN1 safety,67,CAN1_TX_DISABLE_CMD,PD4,85,GPIO output; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Assert disable by default through hardware pull; cannot enable CAN1 TX by config,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
CAN1 safety,68,CAN1_TX_DISABLED_STATUS,PD11,58,GPIO input; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Status readback from disable gate; valid before any TX path consideration,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
CAN1 safety,69,CAN1_RX_ROUTE,PB8,95,FDCAN1_RX; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Receive route only; vehicle CAN remains listen-only,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
CAN1 safety,70,CAN1_TX_ROUTE,PB9,96,FDCAN1_TX; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/open and future-ADR gated; no default vehicle-CAN transmit,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,71,CAN2_RX_ROUTE,PB12,51,FDCAN2_RX; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,72,CAN2_TX_ROUTE,PB13,52,FDCAN2_TX; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,73,LIN_TX,PD5,86,USART2_TX; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,74,LIN_RX,PD6,87,USART2_RX; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,75,RS485_DE,PB14,53,USART3_DE or GPIO direction; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,76,RS485_RX,PD9,56,FDCAN2_RX or USART3_RX; allocated here as USART3_RX; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,77,RS485_TX,PD8,55,USART3_TX; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,78,UART_TX,PC10,78,USART3_TX or UART4_TX; allocated as UART expansion TX; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,79,UART_RX,PC11,79,USART3_RX or UART4_RX; allocated as UART expansion RX; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,80,EXT_ADC1,PC7,64,GPIO or reviewed external ADC interrupt route; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,81,EXT_ADC2,PC8,65,GPIO or reviewed external ADC interrupt route; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Manual control,82,FOG_SW_IN,PA8,67,GPIO input; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Active-low dry-contact input with LB_3V3_IO pull-up RC filtering firmware debounce and stuck-input diagnostics,Closed,Closed: PA8 is dedicated to the configurable fog-request input without directly controlling any output,Do not change this binding or bypass Output Manager without updating PB-100 JPB1 contract ADR-0020 and LB-100 schematic review
Expansion reserve,83,EXT_DIG2,PA9,68,GPIO input; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
Expansion reserve,84,EXT_5V_EN,PA10,69,GPIO output; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,DNP/reserved by default; consume only through schematic review,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
JPB1 spare reserve,85,SPARE_01,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,86,SPARE_02,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,87,SPARE_03,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,88,SPARE_04,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,89,SPARE_05,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,90,SPARE_06,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,91,SPARE_07,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,92,SPARE_08,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,93,SPARE_09,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,94,SPARE_10,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,95,SPARE_11,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,96,SPARE_12,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,97,SPARE_13,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,98,SPARE_14,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,99,SPARE_15,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
JPB1 spare reserve,100,SPARE_16,No MCU pin,N/A,ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,Connector spare only; no MCU GPIO consumed in Rev.1,Closed,Closed: spare connector positions remain uncommitted and role-free,Do not assign spare pins without updating PB-100 and LB-100 together
LB local clock,N/A,HSE_IN,PH0-OSC_IN(PH0),12,RCC_OSC_IN; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-local only; not consumed by PB JPB1 contract,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
LB local clock,N/A,HSE_OUT,PH1-OSC_OUT(PH1),13,RCC_OSC_OUT; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-local only; not consumed by PB JPB1 contract,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
LB local clock,N/A,LSE_IN,PC14-OSC32_IN(OSC32_IN),8,RCC_OSC32_IN; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-local only; not consumed by PB JPB1 contract,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
LB local clock,N/A,LSE_OUT,PC15-OSC32_OUT(OSC32_OUT),9,RCC_OSC32_OUT; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-local only; not consumed by PB JPB1 contract,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
LB local reset,N/A,NRST,NRST,14,Dedicated reset; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-local only; not consumed by PB JPB1 contract,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
LB local boot,N/A,BOOT0,BOOT0,94,Dedicated boot pin; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-local only; not consumed by PB JPB1 contract,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
LB local debug,N/A,SWDIO,PA13(JTMS/SWDIO),72,SYS_JTMS-SWDIO; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-local only; not consumed by PB JPB1 contract,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
LB local debug,N/A,SWCLK,PA14(JTCK/SWCLK),76,SYS_JTCK-SWCLK; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-local only; not consumed by PB JPB1 contract,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
LB local service,N/A,USB_DM,PA11,70,USB_DM; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-local only; not consumed by PB JPB1 contract,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
LB local service,N/A,USB_DP,PA12,71,USB_DP; ST STM32_open_pin_data mcu/STM32H563VITx.xml DBVersion V3.0 Package LQFP100 IONb 80; source https://github.com/STMicroelectronics/STM32_open_pin_data/blob/master/mcu/STM32H563VITx.xml; evidence date 2026-07-20,LB-local only; not consumed by PB JPB1 contract,Closed,Closed: exact STM32H563VITx LQFP100 binding captured from ST STM32_open_pin_data; final schematic capture remains governed by other gates,Do not change this binding without updating PB-100 JPB1 contract and LB-100 schematic review
